library_type,academy,year,season,category,subject,author,dynasty,description,file_url
课艺库,求志书院,1888,夏,算学,"米十六石三斗八升，试以兵数、米数，各求得日数开方式，则得兵数。 为四角立垛截积，命截积上面为甲，截去之虚积底而为乙，则截积丙  为甲倍同高之三角立垛内少甲加乙减二为倍数之高减一之积复多乙  倍高减二之",未知,清,"积，知此复知三角立垛倒乘所得，方易从事；",
课艺库,求志书院,1888,秋,经学,"金承熙,季光镜,曹心怡,钱文霈,陆士奎；一等：许 克勤,达李,俞乃济,杨誉龙,许文蔚,杨宗鉴，不取三名。",缙；特等：沈祥龙,清,"金承熙,季光镜,曹心怡,钱文霈,陆士奎；一等：许 克勤,达李,俞乃济,杨誉龙,许文蔚,杨宗鉴，不取三名。",
课艺库,求志书院,1888,秋,算学,"今有官司依平方招兵，每日递以方边减一之平方积为招得数，但  知末日招十六人，初日每人给米一升，次日以下每人递加一升，共给  米四十七石七斗四升。此乃直剖四角立垛为乘法，左行高为第一乘  法，与末日人数",未知,清,"相乘，其余挨次递乘，至以三角平垛乘初日人数而止， 欲明此法，须先善绘图法；命所乘截垛之诸层，自下而上为子丑寅卯， 以第一乘法高乘子得高个子，乃直书诸子于左行，以第二乘法乘丑得  二高个丑少一丑，乃直书一层丑二层，以下皆为二丑于左次行，依法  又次行为一寅、二寅以下皆三寅，又一卯二卯三卯以下皆四卯，乘讫  于底之左畔作线，至右畔折而向上为外界线，由外至内依磬折层数作 诸界线，则第一层必为一子，又乘法内除去左一二诸行不用，则图内  第一层必为一子加二子，或一子加二子又加三子，故统计乘得四乘  垛，高虽不同，皆为九倍，再准截积理，共得四乘积，同高者十六个，正 高减一者十一个，正高减二者十三个，负高减三者四个，正试演开方  式以求日数，今有三角四角立垛各一所，共积为甲，只云三角底面积  不及四角底面积为乙，求各垛之高，设不用代数及二元法，惟以天元  依条段演之，法当若何?",
课艺库,求志书院,1888,秋,舆地,".P ○词章题：十月六七日候织女星占女工赋以织女星晨见东方为韵； 雀人大水为蛤、雉人大水为蜃二题不限体韵；补屋、补窗、补裘、补书四 题各七律一首。(1889.1.29第5671号第三版)",未知,清,".P ○词章题：十月六七日候织女星占女工赋以织女星晨见东方为韵； 雀人大水为蛤、雉人大水为蜃二题不限体韵；补屋、补窗、补裘、补书四 题各七律一首。(1889.1.29第5671号第三版)",
课艺库,求志书院,1888,冬,舆地,"〇经学超等：朱逢甲、汪开祉、许克勤、胡玉缙、王廷鼎、陈凤 藻；特等：陶承澍、杨誉龙、吴寿萱、孙传凤、陶承潞、王廷爵；一等：胡 玉庚、金文梁、叶鑫、萧銮、汪惟清、王道远。",未知,清,"〇经学超等：朱逢甲、汪开祉、许克勤、胡玉缙、王廷鼎、陈凤 藻；特等：陶承澍、杨誉龙、吴寿萱、孙传凤、陶承潞、王廷爵；一等：胡 玉庚、金文梁、叶鑫、萧銮、汪惟清、王道远。",
课艺库,求志书院,1889,春,词章,"前日报登求志书院春课舆地题“于今五邦解”,“邦”误作“都”,合 亟更正如右。(1889.5.26第5782号第四版)",未知,清,"前日报登求志书院春课舆地题“于今五邦解”,“邦”误作“都”,合 亟更正如右。(1889.5.26第5782号第四版)",
课艺库,求志书院,1889,夏,算学,"假如三角寅垛与三角卯垛相乘，求乘得之寅加卯减一垛高递减 一诸倍数，设卯小于寅，法以一为一级，卯减一为二级，置二级以卯减 二乘之二除之为三级，置三级以卯减三乘之三除之为四级，下皆如 是，至卯减尽而止，列",未知,清,"左幅，次以一为一级，寅减一为二级，仍以同理 求得诸级，至与左幅同层而止，列右幅，乃以左右二幅一级与一级、二 级与二级逐级相乘，讫为所求公式，此公式一级，即寅加卯减一垛同 高之倍数二级，即高减一之倍数三级，即高减二之倍数，以下类推，有 此总式则，则古昔斋自乘诸法可废，即李君所未思及之相乘诸法，亦 可废，试证其理。",
课艺库,求志书院,1889,夏,掌故,"食  ○算学超等：崔朝庆、沈善蒸、苏映魁、程之骥；特等：钱潮。",未知,清,"食  ○算学超等：崔朝庆、沈善蒸、苏映魁、程之骥；特等：钱潮。",
课艺库,求志书院,1889,秋,词章,"好○经学 超等：朱逢甲、汪开祉、许克勤、许文蔚、杨誉龙、汪惟 清；特等：王廷鼎、吉墉、钱汝霖、钱文霈、杨光烈、杨光昌；一等：陈庆 年、吉城、陈祺寿、朱师轼、谢崇钧、毓英；不取四名。",未知,清,"好○经学 超等：朱逢甲、汪开祉、许克勤、许文蔚、杨誉龙、汪惟 清；特等：王廷鼎、吉墉、钱汝霖、钱文霈、杨光烈、杨光昌；一等：陈庆 年、吉城、陈祺寿、朱师轼、谢崇钧、毓英；不取四名。",
课艺库,求志书院,1889,秋,掌故,"面 ○ 算 学 超 等：崔朝庆、沈善蒸、支宝、程之骥、钱潮；特等：陈 范；一等：缪朝铨、胡绍曾；不取一名。",未知,清,"面 ○ 算 学 超 等：崔朝庆、沈善蒸、支宝、程之骥、钱潮；特等：陈 范；一等：缪朝铨、胡绍曾；不取一名。",
课艺库,求志书院,1889,秋,词章,"李鼎颐,姚文晓,施赞唐,吴大文,陆珩；不取二十四名。(1890.8. 4第6210号第三版)",冕,清,"李鼎颐,姚文晓,施赞唐,吴大文,陆珩；不取二十四名。(1890.8. 4第6210号第三版)",
课艺库,求志书院,1890,夏,词章,"日前求志书院第一二题中言“甲乙相乘倍之”,此“倍之”两字系",未知,清,"日前求志书院第一二题中言“甲乙相乘倍之”,此“倍之”两字系",
课艺库,求志书院,1890,冬,史学,"马冠群,汪开祉,王实永,朱逢甲,汪福 森；特等：张天爵,孙同康,张书绅,孙国桢,宗嘉谟,曾朴,孙师郑。",①掌故超等：谢崇钧,清,"马冠群,汪开祉,王实永,朱逢甲,汪福 森；特等：张天爵,孙同康,张书绅,孙国桢,宗嘉谟,曾朴,孙师郑。",
课艺库,求志书院,1891,秋,算学,"凡乘法皆可化为级数，如大数寅、小数卯相乘，可令寅等于甲加  一或甲减一，乃以甲除一，依前除法化为一正级、一正负相间级，以二 级数加一或减一，各以甲卯连乘之得所求，合观乘除诸式，可知凡数  皆可化级数。",未知,清,"设有数丙，可以丙加一为一级正，丙除一级为二级负， 又可以丙减一为一级，丙除一级为二级，亦各求至多级，试并证之；",
课艺库,求志书院,1892,夏,词章,"首各七律一首，《孟东野集》、《李长吉集》、《陆鲁望集》、《罗江东集》;青饭五 古一首；木假山歌七古一首。(1892.9. 19第6973号第三版)",未知,清,"首各七律一首，《孟东野集》、《李长吉集》、《陆鲁望集》、《罗江东集》;青饭五 古一首；木假山歌七古一首。(1892.9. 19第6973号第三版)",
课艺库,求志书院,1892,秋,词章,"①经学超等：王有德、凌云、丁同方、陈祺寿、汪开祉、许克勤； 特等：于鬲、施世杰、方尔咸、赵多祝、彭述古、刘邦霖；一等：杨誉龙、 何榕、金大澄、陆玉书、宋焕、郭锡恩、王元文、钱文霈、蒋鹏绰、潘任、",未知,清,"①经学超等：王有德、凌云、丁同方、陈祺寿、汪开祉、许克勤； 特等：于鬲、施世杰、方尔咸、赵多祝、彭述古、刘邦霖；一等：杨誉龙、 何榕、金大澄、陆玉书、宋焕、郭锡恩、王元文、钱文霈、蒋鹏绰、潘任、",
课艺库,求志书院,1892,冬,舆地,"潘敦先,谢崇钧,孙同康,储息杉,钱文霈；一等：吴 佐清,丁同方,吴兆麒,毛鸿达,季鸿熙,康宜鉴。",希；特等：许克勤,清,"潘敦先,谢崇钧,孙同康,储息杉,钱文霈；一等：吴 佐清,丁同方,吴兆麒,毛鸿达,季鸿熙,康宜鉴。",
课艺库,求志书院,1893,春,词章,"蛩声,茶鱸声，各谱一词调限声声令。(1893.10.29 第7373号第三版)",下声至清者，雨声,清,"蛩声,茶鱸声，各谱一词调限声声令。(1893.10.29 第7373号第三版)",
课艺库,求志书院,1894,春,词章,"吴兆麟；特等：汪锡祺,吴眺；一等：汪一鹤,黄尔  谦,丁同方,于鬲,孙德准,郭锡恩,黄润璋,孙人璋,乐以成,吴燮森。 (1896.2.4第8190号第三版)",超等：施世杰,清,"吴兆麟；特等：汪锡祺,吴眺；一等：汪一鹤,黄尔  谦,丁同方,于鬲,孙德准,郭锡恩,黄润璋,孙人璋,乐以成,吴燮森。 (1896.2.4第8190号第三版)",
课艺库,求志书院,1894,夏,词章,"许毓麟,李鼎颐；特等：吴佐清,吴兆麟,黄尔训；一 等：黄润璋,顾仰基。(1896.2.4第8190号第三版)",超等：许克勤,清,"许毓麟,李鼎颐；特等：吴佐清,吴兆麟,黄尔训；一 等：黄润璋,顾仰基。(1896.2.4第8190号第三版)",
课艺库,求志书院,1894,夏,算学,"设三角形之三边为角亢氐，其亢氐互为大小，惟皆小于角，有角 氐和甲、亢氐和乙，有角亢夹角，求角氐夹角。法置乙幂以甲乙较之 幂减之于上，又置甲乘余割以乙乘余切减之于下，乃以下位自之，加 乙幂，以上位除之，",未知,清,"为长方积，次以甲乙相减倍之，以乘下位，复以上 位除之，为长阔较，开平方得长为所求角余割，检表得角氐夹角；前题 若求亢氐夹角，法将前开方式甲乙互更，仍为长方积与长阔较，开得 阔为所求角余割，若甲乘余切大于乙乘余割，仍开得长为所求，检表",
课艺库,求志书院,1894,冬,算学,"小数地之两数，令两数之幂相减， 一须等于两数相 减，二须等于两数相加，又令两数之幂相加， 一须等于两数相减，二须 等于两数相加，问取两数之法，并论天地大小之限。后一法之地每有 一个同数，天必有两个同数",欲取大数天,清,"，后二法之天每有一个同数，地必有两个 同数，后一法二法天地俱为整数者，祗有一个答数，试证之；",
课艺库,求志书院,1894,冬,词章,"责周穆王璧》文；方竹杖铭、曲竹杖铭。(1895.2.12第7833号第 三版)",未知,清,"责周穆王璧》文；方竹杖铭、曲竹杖铭。(1895.2.12第7833号第 三版)",
课艺库,求志书院,1895,冬,词章,"金洪淦,耿觐文；特等：吴兆麒,章震福,施世杰,王 衡龄；一等：耿燕春,张锡琪,张茂清,张端甫。(1897.2.11第8554号 第三版)",超等：储桂山,清,"金洪淦,耿觐文；特等：吴兆麒,章震福,施世杰,王 衡龄；一等：耿燕春,张锡琪,张茂清,张端甫。(1897.2.11第8554号 第三版)",
课艺库,求志书院,1895,秋,掌故,"第五名潘敦先,第六名王岱龄,第七名陈宏寿,第八名储 桂山,第九名李宝铸,第十名项丹联；特等：第一名钱世清,第二名李 端概,第三名季栋,第四名许子麟,第五名张锡琪,第六名陈宗寿,第 七名项藻馨,第八名顾",四名施世杰,清,"仰基；一等：第一名丁桂琪,第二名萧職。",
课艺库,求志书院,1895,冬,算学,"三角形自两腰交角至底作诸分积线，分全面积为诸等分，命为 寅，分自左而右，命作左腰之线，为一线，其有为二线、三线，至傍右腰 为末线而止，有三边求诸分积线。法置左腰幂，以寅减一乘之，加入 一个右腰幂，或寅",未知,清,"减三乘之，加人二个右腰幂，或寅减三乘之，加入三 个右腰幂，下皆如是，各置上位，次置底幂以寅除之，又以一与寅减 一，或二与寅减二，或三与寅减三，连乘之下，皆如是，各置下位，依次 各以下位减土位，复寅除之，开平方得一二三四诸分积线，若自右而 左，则以前末线为一线，又将左右腰互易其名，前求之亦得，试以代数 证其公理，并以真数代其寅而分证之。",
课艺库,求志书院,1895,冬,算学,"四不等边形，有四边为角亢氐房，自角亢父角至氐房交角作一纵  线，分原形为两三角形，复于余二角以同法作一横线，但知角亢交角、 氐房父角相并得二百七十度，求纵横线，乃命角亢二幂相乘为子，相  加为寅，相减",未知,清,"为辰，氐房二幂相乘为丑，相加为卯，相减为已，法以卯  幂乘子，与辰幂乘丑相加于上，或已幂乘子，与寅幂乘丑相加于下，子  丑相加为法，仕以法除上位，或除下位为正实方空，丑寅相乘，加子卯  相乘，倍之，以法除之，为负上廉，下廉空一止隅，开玲珑三乘方，或开  平方两次，得横线，若开方式中亢氐互易，或角房互易，则开得纵线， 设两对角江度二百七十，易为两对角较度九十，法与此同；",
课艺库,求志书院,1895,春,词章,"李鼎颐,钱文霈,储桂山,章震福；特等：何长庆,吴  兆璜,丁桂琪,姚元揆,余宏淦,章士俊； 一等：王恒龄,俞作梁,文国  华,金英元,耿觐文,沈选璜,丁逢甲,朱景祺,倪保,朱景陶,张端甫, 张石玖,汪",超等：钱汝霖,清,"锡祺,张锡琪,汪锡铭。(1899.9.27第9502号第九版)",
课艺库,求志书院,1895,夏,算学,"得分中末线一率，等于二、三率相加，有一率半径，求诸率数。法 以半径自乘为公用长方积，半径为长阔较，求得阔为二率，又三因半 径为长阔和，求得阔为三率，又四因半径为长阔较，求得阔为四率，又 七因半径为长阔",未知,清,"和，求得阔为五率，又十一因半径为长阔较，求得阔 为六率，试证其理，并增求七率之法；",
课艺库,求志书院,1895,夏,掌故,"金调元,武启勋,胡玉缮,严良,言宗楷,汪乃礼。",梁,清,"金调元,武启勋,胡玉缮,严良,言宗楷,汪乃礼。",
课艺库,求志书院,1895,冬,词章,"邹应苍,何长庆；特等：吴兆麒,庄学忠,钱淦；一 等：丁桂琪,丁逢甲,吴祖芬,刘鼎臣,耿觐文。(1899.9.27第9502号 第九版)",超等：许渠斩,清,"邹应苍,何长庆；特等：吴兆麒,庄学忠,钱淦；一 等：丁桂琪,丁逢甲,吴祖芬,刘鼎臣,耿觐文。(1899.9.27第9502号 第九版)",
课艺库,求志书院,1895,夏,算学,"空第二项立方式，设隅皆正号，其方正实负者为一式，仅能开一 正根方正实正者为二式，仅能开一负根一二式之余二根必皆虚式，又 方负实正者为三式，能开一大负根、二小正根方负实负者为四式，能 开一大正根、二小负",未知,清,"根，惟三四之方若小于大根幂四之三，或实大于 犬根立方积四之一，则三式仅能开一负根，四式仅能开一正根，余二 根必皆虚式空第三项立方式；设隅皆正号，其廉负实负者为一式，仅 能开一正根廉正实正者为二式，仅能开一负根一二式之余二根必皆 虚式，又廉正实负者为三式，能开一小正根、二大负根廉负实正者为 四式，能开一小负根二大正根，惟三四之小根若大于廉三之一，则三 式仅能开一正根，四式仅能开一负根，余二根必皆虚式，试证之。",
课艺库,求志书院,1895,秋,算学,"海镜九容皆系句股有直角，今拟改为无直角三角形，其三事改名 为大边、中边、小边，而三和、三较以及大和和、大和较、大较较与各形 之比例仍如故，惟因无直角，故不能有中小两边外容半圆，乃可增大中 边上容圆大小",未知,清,"，边上容圆以补之，仍是九容，试作图解，以明比例之理；",
课艺库,求志书院,1895,秋,算学,"声音大纲，虽分为五音、七音，实则高下万殊，故有同声相应，因 耳官可听，古人早已知之，电气亦具此性情，但人无审电之官，非藉至 精之器，不能察，西人近始考得此理，创造无线电报，盍详论之。",未知,清,"声音大纲，虽分为五音、七音，实则高下万殊，故有同声相应，因 耳官可听，古人早已知之，电气亦具此性情，但人无审电之官，非藉至 精之器，不能察，西人近始考得此理，创造无线电报，盍详论之。",
课艺库,求志书院,1895,春,算学,"古圆率周，三径一弧矢率弦矢相乘，如矢幂半之，又有如图三斜 形以丝钩中，有大斜、中斜、小斜若干，问得欠斜术如何?亦有法无 源，试作图解；",未知,清,"古圆率周，三径一弧矢率弦矢相乘，如矢幂半之，又有如图三斜 形以丝钩中，有大斜、中斜、小斜若干，问得欠斜术如何?亦有法无 源，试作图解；",
课艺库,求志书院,1895,夏,算学,"六面,八面,十二面,二十面五体外，尚有八面三边,六面四 边相间体，二十面三边,十二面五边相间体，四面三边,四面六边相间  体，六面四边,八面六边相间体，八面三边,六面八边相间体，十二面  五边,二十面",四面,清,"六边相间体，二十面三边,十二面十边相间体，凡七形， 连不间五体，共十二形，皆系球体，此外如暂堵阳马等皆不得为球体， 问球体止十二形之故，问十一形球体所有棱角各若干?",
课艺库,求志书院,1895,秋,算学,"今有大圆球，径一丈，内容等径十二球，中心空缺处再容一球，问 中心之球径若干?又大圆球内容等径八中球，中心空缺处再容等径 六小球，设大球径同前，问中球、小球径各若干?",未知,清,"今有大圆球，径一丈，内容等径十二球，中心空缺处再容一球，问 中心之球径若干?又大圆球内容等径八中球，中心空缺处再容等径 六小球，设大球径同前，问中球、小球径各若干?",
课艺库,求志书院,1895,夏,算学,"夏季课题两种面相间体七形，皆从不相间五体而生，即如立方六 面体截去八角，其六面四边变为六面八边，而八截角处则成八个三边 面，即八面三边、六面八边相间体也；若截去之角增大左右，两截角之 尖相遇，其六面四",未知,清,"边仍是四边，不过面积减半而已，即八面三边、六面 四边相间体也；其余五体皆然，又按截去之角皆是三四五等边为底之 尖锥，其积易求，则相间七体积亦，必易求矣；设边线一尺，试从不相 间五体定率求得相间七体体积，列为表，并具细草；",
课艺库,求志书院,1895,夏,算学,"诸乘堆垛，除数种干垛外，余皆两垛相乘而成干垛，元垛止一种， 平垛二种，一三角垛、二方垛、立垛三种， 一三角垛逐层皆三角平垛， 二四角垛逐层皆平方三六角垛，弟二层以下皆立方廉隅三乘垛四种， 一三角垛逐层",未知,清,"皆三角立垛，二四角垛逐层皆四角立垛，三方体垛逐层 皆立方体四廉隅垛，弟二层以下皆三乘方廉隅，四乘以下各垛均类  推，每增一乘增一种，出以自然，试详论之；兴化刘氏九章实义书后。",
课艺库,求志书院,1895,春,经学,"O 性理：《论衡 ·本性》引宓子贱、漆雕开、公孙尼子之徒言性有 善有恶说；孟子言性善荀子言性恶说；扬子《法言》修身言性善恶混 说；《申鉴 ·杂言下》《韩昌黎集 ·原性》并言性有上中下三品说。",未知,清,"O 性理：《论衡 ·本性》引宓子贱、漆雕开、公孙尼子之徒言性有 善有恶说；孟子言性善荀子言性恶说；扬子《法言》修身言性善恶混 说；《申鉴 ·杂言下》《韩昌黎集 ·原性》并言性有上中下三品说。",
课艺库,求志书院,1895,夏,算学,"有半球体复截去上一段，令两截面平行，设之知上径二尺，截体  高之平方三尺，试求其截体之重心；今有甲乙两圆锥截体，其高相等， 祗知甲截体内适容子卯两圆球，乙截体内适容丑寅两圆球，而子球之 积等于余三球之",未知,清,"共积，设子丑寅卯四球径递减之较为二，问两截体之 底面、截面各径及其高若干?",
